date,salesTotal,CustNum,kankou,tabelog,day1_sales,day1_kankou,day1_tabelog,event_impact
2017-09-06,472050.0,223.0,2032.0,759.0,507287.0,2022.0,778.0,0.0
2017-09-07,325660.0,182.0,2022.0,684.0,472050.0,2264.0,759.0,-3.59
2017-09-08,554426.0,247.0,2264.0,603.0,325660.0,4295.0,684.0,0.0
2017-09-09,885900.0,449.0,4295.0,924.0,554426.0,4085.0,603.0,0.0
2017-09-10,1146842.0,495.0,4085.0,1126.0,885900.0,3079.0,924.0,0.0
2017-09-11,646056.0,301.0,3079.0,656.0,1146842.0,3046.0,1126.0,0.0
2017-09-12,448758.0,211.0,3046.0,765.0,646056.0,2790.0,656.0,-3.59
2017-09-13,513267.0,262.0,2790.0,661.0,448758.0,2858.0,765.0,0.0
2017-09-14,391162.0,195.0,2858.0,505.0,513267.0,4520.0,661.0,0.0
2017-09-15,465332.0,213.0,4520.0,507.0,391162.0,9508.0,505.0,0.0
2017-09-16,835744.0,372.0,9508.0,878.0,465332.0,11101.0,507.0,-3.59
2017-09-17,721449.0,272.0,11101.0,1015.0,835744.0,6201.0,878.0,-3.59
2017-09-18,1161644.0,462.0,6201.0,889.0,721449.0,3573.0,1015.0,0.0
2017-09-19,572756.0,255.0,3573.0,1085.0,1161644.0,2190.0,889.0,0.0
2017-09-20,672568.0,308.0,2190.0,636.0,572756.0,4361.0,1085.0,0.0
2017-09-21,479579.0,232.0,4361.0,713.0,672568.0,5151.0,636.0,0.0
2017-09-22,685166.0,298.0,5151.0,835.0,479579.0,6868.0,713.0,-3.59
2017-09-23,940748.0,384.0,6868.0,933.0,685166.0,4561.0,835.0,0.0
2017-09-24,943478.0,371.0,4561.0,662.0,940748.0,3826.0,933.0,0.0
2017-09-25,626317.0,302.0,3826.0,558.0,943478.0,3151.0,662.0,0.0
2017-09-26,463321.0,211.0,3151.0,921.0,626317.0,2604.0,558.0,0.0
2017-09-27,613888.0,248.0,2604.0,728.0,463321.0,2152.0,921.0,0.0
2017-09-28,416287.0,190.0,2152.0,515.0,613888.0,2173.0,728.0,0.0
2017-09-29,595492.0,275.0,2173.0,620.0,416287.0,3473.0,515.0,0.0
2017-09-30,970089.0,449.0,3473.0,938.0,595492.0,3473.0,620.0,0.0
2017-10-01,1094794.0,510.0,3473.0,609.0,970089.0,2123.0,938.0,0.0
2017-10-02,483019.0,204.0,2123.0,568.0,1094794.0,2762.0,609.0,-3.59
2017-10-03,516353.0,236.0,2762.0,999.0,483019.0,2519.0,568.0,0.0
2017-10-04,422818.0,194.0,2519.0,575.0,516353.0,2937.0,999.0,0.0
2017-10-05,486118.0,235.0,2937.0,616.0,422818.0,8063.0,575.0,0.0
