date,salesTotal,CustNum,kankou,day1_cast,day1_sales,day1_kankou,event_impact
2019-01-21,845340.0,349.0,1068.0,458.0,1279330.0,1812.0,0.0
2019-01-22,869380.0,328.0,913.0,349.0,845340.0,1068.0,0.0
2019-01-23,765000.0,304.0,719.0,328.0,869380.0,913.0,0.0
2019-01-24,690950.0,272.0,655.0,304.0,765000.0,719.0,0.0
2019-01-25,743950.0,297.0,1145.0,272.0,690950.0,655.0,0.0
2019-01-26,1122450.0,435.0,3462.0,297.0,743950.0,1145.0,0.0
2019-01-27,1190500.0,466.0,2104.0,435.0,1122450.0,3462.0,0.0
2019-01-28,591920.0,244.0,1378.0,466.0,1190500.0,2104.0,0.0
2019-01-29,776750.0,283.0,1019.0,244.0,591920.0,1378.0,0.0
2019-01-30,535450.0,230.0,387.0,283.0,776750.0,1019.0,-3.59
2019-01-31,287150.0,105.0,394.0,230.0,535450.0,387.0,0.0
2019-02-01,382870.0,140.0,898.0,105.0,287150.0,394.0,0.0
2019-02-02,902500.0,352.0,3340.0,140.0,382870.0,898.0,0.0
