"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"2.5%",150.62095028324,45.434917467345,-5.84574986591136,81.8814079342588,57.7917852409945,195.478976306088,351.605645424713,273.377453663617,32.8689746380086,28.1112278117016,14.1110999544372,-24.6887858210005,109.537062435226,261.549591567072,74.6975830007028,-20.7603591785414,5.58227303590241,-6.78720277916267,-46.2545356239783,33.0267436612885,119.299300062867,-14.0927636242872,-97.7749796962146,-90.1755321080981,-149.420279410883,-189.943074868947,-108.348397817291,-68.8741700451558,-178.433108529981,-181.995962919275
"97.5%",367.969741344338,281.397055072954,227.794549287989,340.784783004278,339.674816255748,515.756024516984,697.272127040721,576.473595782695,351.392156900154,357.443744633174,317.917201080601,310.567340171491,490.743680972314,619.149116934198,441.537298049964,338.155629014873,395.98624462898,442.886739316824,405.254770191813,500.091774685175,596.222955085041,459.714341077836,387.801697844154,432.849832193392,371.514690440169,386.272213821318,592.301076535455,512.09879143246,478.556763686626,473.929889576205
