,predicted_mean
2019-09-13,313.63207518865715
2019-09-14,313.63280308797545
2019-09-15,313.6334361926977
2019-09-16,313.63398684795897
2019-09-17,313.6344657911829
2019-09-18,313.6348823614545
2019-09-19,313.6352446816264
2019-09-20,313.6355598167089
2019-09-21,313.63583391163365
2019-09-22,313.63607231107545
2019-09-23,313.6362796636703
2019-09-24,313.63646001266034
2019-09-25,313.63661687473507
2019-09-26,313.63675330860406
2019-09-27,313.6368719746401
2019-09-28,313.63697518675457
2019-09-29,313.6370649575174
2019-09-30,313.6371430374008
2019-10-01,313.6372109489122
2019-10-02,313.63727001628246
2019-10-03,313.6373213912874
2019-10-04,313.6373660757065
2019-10-05,313.63740494085727
2019-10-06,313.63743874458515
2019-10-07,313.63746814604116
2019-10-08,313.6374937185347
2019-10-09,313.63751596071296
2019-10-10,313.6375353062842
2019-10-11,313.6375521324746
2019-10-12,313.63756676738393
2019-10-13,313.63757949638375
2019-10-14,313.6375905676812
2019-10-15,313.6376001971595
2019-10-16,313.6376085725873
2019-10-17,313.63761585728
2019-10-18,313.6376221932845
2019-10-19,313.6376277041489
2019-10-20,313.6376324973313
2019-10-21,313.63763666629586
2019-10-22,313.6376402923346
2019-10-23,313.637643446153
2019-10-24,313.6376461892484
2019-10-25,313.63764857510955
2019-10-26,313.6376506502591
2019-10-27,313.6376524551612
2019-10-28,313.6376540250102
2019-10-29,313.6376553904172
2019-10-30,313.6376565780067
2019-10-31,313.637657610936
2019-11-01,313.6376585093466
2019-11-02,313.6376592907568
2019-11-03,313.63765997040366
2019-11-04,313.63766056153986
2019-11-05,313.63766107569217
2019-11-06,313.6376615228863
2019-11-07,313.6376619118421
2019-11-08,313.63766225014405
2019-11-09,313.63766254438883
2019-11-10,313.637662800314
2019-11-11,313.63766302291
2019-11-12,313.6376632165171
2019-11-13,313.6376633849108
2019-11-14,313.63766353137447
2019-11-15,313.63766365876415
2019-11-16,313.6376637695638
2019-11-17,313.63766386593403
2019-11-18,313.63766394975386
2019-11-19,313.6376640226578
2019-11-20,313.6376640860675
2019-11-21,313.63766414121926
2019-11-22,313.6376641891886
2019-11-23,313.6376642309109
2019-11-24,313.6376642671997
2019-11-25,313.63766429876256
2019-11-26,313.63766432621503
2019-11-27,313.63766435009234
2019-11-28,313.6376643708601
2019-11-29,313.6376643889232
2019-11-30,313.637664404634
2019-12-01,313.63766441829875
2019-12-02,313.637664430184
2019-12-03,313.63766444052135
2019-12-04,313.63766444951244
2019-12-05,313.6376644573327
2019-12-06,313.6376644641345
2019-12-07,313.6376644700505
2019-12-08,313.637664475196
2019-12-09,313.63766447967146
2019-12-10,313.6376644835641
2019-12-11,313.63766448694975
2019-12-12,313.63766448989446
2019-12-13,313.63766449245577
2019-12-14,313.63766449468346
2019-12-15,313.637664496621
2019-12-16,313.63766449830626
2019-12-17,313.6376644997721
2019-12-18,313.63766450104697
2019-12-19,313.6376645021558
2019-12-20,313.6376645031203
2019-12-21,313.6376645039591
2019-12-22,313.63766450468876
2019-12-23,313.63766450532336
2019-12-24,313.6376645058753
2019-12-25,313.63766450635535
2019-12-26,313.6376645067729
2019-12-27,313.6376645071361
2019-12-28,313.637664507452
2019-12-29,313.6376645077267
2019-12-30,313.63766450796567
2019-12-31,313.6376645081735
2020-01-01,313.63766450835425
2020-01-02,313.6376645085115
2020-01-03,313.63766450864824
2020-01-04,313.6376645087672
2020-01-05,313.63766450887067
2020-01-06,313.63766450896065
2020-01-07,313.6376645090389
2020-01-08,313.63766450910697
2020-01-09,313.6376645091662
2020-01-10,313.6376645092177
2020-01-11,313.6376645092625
2020-01-12,313.63766450930143
2020-01-13,313.6376645093353
2020-01-14,313.63766450936475
2020-01-15,313.6376645093904
2020-01-16,313.63766450941273
2020-01-17,313.6376645094321
2020-01-18,313.63766450944894
2020-01-19,313.6376645094636
2020-01-20,313.6376645094764
2020-01-21,313.6376645094875
2020-01-22,313.63766450949714
2020-01-23,313.63766450950556
2020-01-24,313.63766450951283
2020-01-25,313.6376645095192
2020-01-26,313.6376645095247
2020-01-27,313.63766450952954
2020-01-28,313.6376645095337
2020-01-29,313.63766450953733
2020-01-30,313.6376645095405
2020-01-31,313.63766450954324
2020-02-01,313.63766450954563
2020-02-02,313.63766450954773
2020-02-03,313.6376645095495
2020-02-04,313.6376645095511
2020-02-05,313.63766450955245
2020-02-06,313.63766450955364
2020-02-07,313.63766450955467
2020-02-08,313.6376645095556
2020-02-09,313.6376645095564
2020-02-10,313.63766450955706
2020-02-11,313.6376645095576
2020-02-12,313.63766450955814
2020-02-13,313.6376645095586
2020-02-14,313.637664509559
2020-02-15,313.63766450955933
2020-02-16,313.6376645095596
2020-02-17,313.6376645095599
2020-02-18,313.6376645095601
2020-02-19,313.6376645095603
2020-02-20,313.63766450956047
2020-02-21,313.63766450956064
2020-02-22,313.63766450956075
2020-02-23,313.63766450956086
2020-02-24,313.637664509561
2020-02-25,313.63766450956103
2020-02-26,313.6376645095611
2020-02-27,313.6376645095612
2020-02-28,313.63766450956126
2020-02-29,313.63766450956126
2020-03-01,313.6376645095613
2020-03-02,313.6376645095614
2020-03-03,313.6376645095614
2020-03-04,313.63766450956143
2020-03-05,313.63766450956143
2020-03-06,313.6376645095615
2020-03-07,313.6376645095615
2020-03-08,313.6376645095615
2020-03-09,313.6376645095615
2020-03-10,313.63766450956155
2020-03-11,313.63766450956155
2020-03-12,313.63766450956155
2020-03-13,313.63766450956155
2020-03-14,313.63766450956155
2020-03-15,313.63766450956155
2020-03-16,313.63766450956155
2020-03-17,313.63766450956155
2020-03-18,313.6376645095616
2020-03-19,313.6376645095616
2020-03-20,313.6376645095616
2020-03-21,313.6376645095616
2020-03-22,313.6376645095616
2020-03-23,313.6376645095616
2020-03-24,313.6376645095616
2020-03-25,313.6376645095616
2020-03-26,313.6376645095616
2020-03-27,313.6376645095616
2020-03-28,313.6376645095616
2020-03-29,313.6376645095616
2020-03-30,313.6376645095616
2020-03-31,313.6376645095616
2020-04-01,313.6376645095616
