,predicted_mean
2019-07-08,181.21947106645288
2019-07-09,243.17091170723933
2019-07-10,265.09396680881366
2019-07-11,275.0888383731561
2019-07-12,281.20391510986354
2019-07-13,285.78793203020854
2019-07-14,289.56378627229276
2019-07-15,292.78562954366066
2019-07-16,295.568172524268
2019-07-17,297.9809710252572
2019-07-18,300.07591334462114
2019-07-19,301.8956568248906
2019-07-20,303.4765750693008
2019-07-21,304.8500749369644
2019-07-22,306.04338789174585
2019-07-23,307.08015740815307
2019-07-24,307.98092090695883
2019-07-25,308.7635204071491
2019-07-26,309.4434570200128
2019-07-27,310.03419829087363
2019-07-28,310.54744503896444
2019-07-29,310.9933631404884
2019-07-30,311.38078489112405
2019-07-31,311.71738394922005
2019-08-01,312.0098273284282
2019-08-02,312.2639074513264
2019-08-03,312.4846568799106
2019-08-04,312.6764479955033
2019-08-05,312.8430796024628
2019-08-06,312.9878521710572
2019-08-07,313.11363320984003
2019-08-08,313.22291406235854
2019-08-09,313.31785925316586
2019-08-10,313.400349360533
2019-08-11,313.4720182650409
2019-08-12,313.5342855118333
2019-08-13,313.58838442753074
2019-08-14,313.6353865487165
2019-08-15,313.67622284584894
2019-08-16,313.71170216298225
2019-08-17,313.7425272385312
2019-08-18,313.7693086244024
2019-08-19,313.7925767791892
2019-08-20,313.8127925749581
2019-08-21,313.83035642573674
2019-08-22,313.8456162185097
2019-08-23,313.858874203812
2019-08-24,313.8703929824016
2019-08-25,313.8804007065898
2019-08-26,313.8890955992512
2019-08-27,313.8966498800219
2019-08-28,313.9032131764518
2019-08-29,313.90891548767553
2019-08-30,313.91386975930413
2019-08-31,313.9181741205371
2019-09-01,313.9219138278065
2019-09-02,313.92516295344996
2019-09-03,313.9279858528606
2019-09-04,313.9304384391738
2019-09-05,313.93256929073755
2019-09-06,313.93442061330353
2019-09-07,313.936029075996
2019-09-08,313.93742653761643
2019-09-09,313.9386406776706
2019-09-10,313.9396955446162
2019-09-11,313.94061203219036
2019-09-12,313.9414082932516
2019-09-13,313.9421000993334
2019-09-14,313.94270115303055
2019-09-15,313.94322335940655
2019-09-16,313.94367706179696
2019-09-17,313.94407124667964
2019-09-18,313.94441372166983
2019-09-19,313.94471127016567
2019-09-20,313.94496978570675
2019-09-21,313.9451943887072
2019-09-22,313.9453895278761
2019-09-23,313.9455590683326
2019-09-24,313.9457063681625
2019-09-25,313.94583434493194
2019-09-26,313.9459455334751
2019-09-27,313.9460421361022
2019-09-28,313.94612606622036
2019-09-29,313.94619898623245
2019-09-30,313.9462623404642
2019-10-01,313.94631738377217
2019-10-02,313.9463652063986
2019-10-03,313.94640675556553
2019-10-04,313.9464428542369
2019-10-05,313.9464742174187
2019-10-06,313.9465014663211
2019-10-07,313.9465251406627
2019-10-08,313.9465457093609
2019-10-09,313.9465635798198
2019-10-10,313.94657910599926
2019-10-11,313.9465925954261
2019-10-12,313.9466043152854
2019-10-13,313.9466144977121
2019-10-14,313.94662334438954
2019-10-15,313.94663103054364
2019-10-16,313.946637708414
2019-10-17,313.94664351026915
2019-10-18,313.9466485510264
2019-10-19,313.9466529305279
2019-10-20,313.94665673551833
2019-10-21,313.9466600413632
2019-10-22,313.94666291354133
2019-10-23,313.9466654089419
2019-10-24,313.9466675769912
2019-10-25,313.9466694606319
2019-10-26,313.9466710971731
2019-10-27,313.94667251902996
2019-10-28,313.94667375436495
2019-10-29,313.94667482764646
2019-10-30,313.94667576013296
2019-10-31,313.9466765702942
2019-11-01,313.9466772741769
2019-11-02,313.9466778857231
2019-11-03,313.9466784170455
2019-11-04,313.9466788786681
2019-11-05,313.94667927973416
2019-11-06,313.94667962818767
2019-11-07,313.9466799309304
2019-11-08,313.9466801939588
2019-11-09,313.9466804224826
2019-11-10,313.9466806210283
2019-11-11,313.94668079352834
2019-11-12,313.9466809433996
2019-11-13,313.9466810736104
2019-11-14,313.94668118673997
2019-11-15,313.94668128502894
2019-11-16,313.9466813704242
2019-11-17,313.9466814446172
2019-11-18,313.94668150907734
2019-11-19,313.9466815650815
2019-11-20,313.946681613739
2019-11-21,313.9466816560135
2019-11-22,313.94668169274235
2019-11-23,313.946681724653
2019-11-24,313.9466817523776
2019-11-25,313.9466817764652
2019-11-26,313.94668179739296
2019-11-27,313.9466818155754
2019-11-28,313.9466818313726
2019-11-29,313.9466818450975
2019-11-30,313.94668185702193
2019-12-01,313.94668186738215
2019-12-02,313.94668187638325
2019-12-03,313.9466818842036
2019-12-04,313.94668189099804
