,predicted_mean
2019-12-05,313.94668189690117
2019-12-06,313.9466819020299
2019-12-07,313.9466819064859
2019-12-08,313.94668191035726
2019-12-09,313.94668191372085
2019-12-10,313.9466819166432
2019-12-11,313.9466819191821
2019-12-12,313.946681921388
2019-12-13,313.94668192330454
2019-12-14,313.94668192496965
2019-12-15,313.9466819264163
2019-12-16,313.94668192767324
2019-12-17,313.94668192876526
2019-12-18,313.946681929714
2019-12-19,313.9466819305383
2019-12-20,313.9466819312545
2019-12-21,313.9466819318767
2019-12-22,313.9466819324173
2019-12-23,313.946681932887
2019-12-24,313.94668193329505
2019-12-25,313.9466819336496
2019-12-26,313.9466819339576
2019-12-27,313.94668193422524
2019-12-28,313.94668193445773
2019-12-29,313.94668193465975
2019-12-30,313.9466819348353
2019-12-31,313.94668193498774
2020-01-01,313.94668193512024
2020-01-02,313.94668193523535
2020-01-03,313.94668193533533
2020-01-04,313.94668193542225
2020-01-05,313.94668193549774
2020-01-06,313.9466819355633
2020-01-07,313.9466819356203
2020-01-08,313.9466819356698
2020-01-09,313.9466819357128
2020-01-10,313.9466819357502
2020-01-11,313.94668193578264
2020-01-12,313.94668193581083
2020-01-13,313.94668193583533
2020-01-14,313.94668193585665
2020-01-15,313.9466819358752
2020-01-16,313.9466819358912
2020-01-17,313.9466819359052
2020-01-18,313.9466819359173
2020-01-19,313.94668193592787
2020-01-20,313.946681935937
2020-01-21,313.946681935945
2020-01-22,313.9466819359519
2020-01-23,313.9466819359579
2020-01-24,313.9466819359631
2020-01-25,313.94668193596766
2020-01-26,313.9466819359716
2020-01-27,313.946681935975
2020-01-28,313.946681935978
2020-01-29,313.94668193598056
2020-01-30,313.9466819359828
2020-01-31,313.94668193598477
2020-02-01,313.9466819359865
2020-02-02,313.94668193598795
2020-02-03,313.9466819359892
2020-02-04,313.94668193599034
2020-02-05,313.9466819359913
2020-02-06,313.9466819359921
2020-02-07,313.94668193599284
2020-02-08,313.94668193599347
2020-02-09,313.94668193599404
2020-02-10,313.9466819359945
2020-02-11,313.94668193599495
2020-02-12,313.9466819359953
2020-02-13,313.94668193599557
2020-02-14,313.94668193599585
2020-02-15,313.9466819359961
2020-02-16,313.9466819359963
2020-02-17,313.9466819359965
2020-02-18,313.94668193599665
2020-02-19,313.94668193599676
2020-02-20,313.9466819359969
2020-02-21,313.946681935997
2020-02-22,313.9466819359971
2020-02-23,313.94668193599716
2020-02-24,313.9466819359972
2020-02-25,313.9466819359973
2020-02-26,313.94668193599733
2020-02-27,313.9466819359974
2020-02-28,313.94668193599745
2020-02-29,313.94668193599745
2020-03-01,313.9466819359975
2020-03-02,313.9466819359975
2020-03-03,313.9466819359975
2020-03-04,313.94668193599756
2020-03-05,313.94668193599756
2020-03-06,313.94668193599756
2020-03-07,313.9466819359976
2020-03-08,313.9466819359976
2020-03-09,313.9466819359976
2020-03-10,313.9466819359976
2020-03-11,313.9466819359976
2020-03-12,313.9466819359976
2020-03-13,313.9466819359976
2020-03-14,313.9466819359976
2020-03-15,313.9466819359977
2020-03-16,313.9466819359977
2020-03-17,313.9466819359977
2020-03-18,313.9466819359977
2020-03-19,313.9466819359977
2020-03-20,313.9466819359977
2020-03-21,313.9466819359977
2020-03-22,313.9466819359977
2020-03-23,313.9466819359977
2020-03-24,313.9466819359977
2020-03-25,313.9466819359977
2020-03-26,313.9466819359977
2020-03-27,313.9466819359977
2020-03-28,313.9466819359977
2020-03-29,313.9466819359977
2020-03-30,313.9466819359977
2020-03-31,313.9466819359977
2020-04-01,313.9466819359977
