date,shopId,dayofweek,salesTotal,CustNum,google,kankou,kankou_tomorrow,kankou_after2days,kankou_after3days,kankou_after4days,kankou_after5days,kankou_after6days,tabelog,tabelog_rating,gurunavi,hitosara,weather_today,rain_precipitation_today,rain_precipitation_today_daytime,temp_today_min,temp_today_max,weather_tomorrow,rain_precipitation_tomorrow,rain_precipitation_tomorrow_daytime,temp_tomorrow_min,temp_tomorrow_max,weather_after2days,rainypercent_after2days,temp_after2days_min,temp_after2days_max,weather_after3days,rainypercent_after3days,temp_after3days_min,temp_after3days_max,weather_after4days,rainypercent_after4days,temp_after4days_min,temp_after4days_max,weather_after5days,rainypercent_after5days,temp_after5days_min,temp_after5days_max,weather_after6days,rainypercent_after6days,temp_after6days_min,temp_after6days_max,google_rating,storeId,kankouReal,kankouReal_tomorrow,kankouReal_after2days,kankouReal_after3days,kankouReal_after4days,kankouReal_after5days,kankouReal_after6days,id
2020-04-01T00:00:00.0000000,2,3,null,null,null,1429,1835,2751,2488,1488,775,510,228,3.47,null,null,雨時々曇,23,17,12,14,晴時々曇,0,0,10,14,晴時々曇,10,5,16,晴時々曇,10,4,20,晴れ,0,4,15,晴れ,0,3,17,曇時々晴,20,5,19,null,1,162,569,1198,772,508,284,122,4089
2020-04-01T00:00:00.0000000,1,3,null,null,161,1429,1835,2751,2488,1488,775,510,228,3.47,null,null,雨時々曇,23,17,12,14,晴時々曇,0,0,10,14,晴時々曇,10,5,16,晴時々曇,10,4,20,晴れ,0,4,15,晴れ,0,3,17,曇時々晴,20,5,19,4,1,162,569,1198,772,508,284,122,4086
2020-03-31T00:00:00.0000000,2,2,111585,95,null,3158,1429,1835,2751,2488,1488,775,230,3.47,null,null,雨,7,4,10,13,曇時々雨,59,50,13,13,晴時々曇,10,8,15,晴れ,0,4,19,晴時々曇,10,3,18,晴れ,10,4,17,晴時々曇,20,4,18,null,1,1462,162,569,1198,772,508,284,4080
2020-03-31T00:00:00.0000000,1,2,183058,92,154,3158,1429,1835,2751,2488,1488,775,230,3.47,null,null,雨,7,4,10,13,曇時々雨,59,50,13,13,晴時々曇,10,8,15,晴れ,0,4,19,晴時々曇,10,3,18,晴れ,10,4,17,晴時々曇,20,4,18,4,1,1462,162,569,1198,772,508,284,4077
2020-03-30T00:00:00.0000000,2,1,197419,153,null,3157,3158,1429,1835,2751,2488,1488,230,3.47,null,null,雨,1,2,11,13,雨,0,0,10,15,雨時々曇,80,11,16,晴れ,10,7,18,晴れ,0,4,19,晴時々曇,10,4,17,晴れ,0,3,17,null,1,1543,1462,162,569,1198,772,508,4071
2020-03-30T00:00:00.0000000,1,1,459392,206,103,3157,3158,1429,1835,2751,2488,1488,230,3.47,null,null,雨,1,2,11,13,雨,0,0,10,15,雨時々曇,80,11,16,晴れ,10,7,18,晴れ,0,4,19,晴時々曇,10,4,17,晴れ,0,3,17,4,1,1543,1462,162,569,1198,772,508,4068
2020-03-29T00:00:00.0000000,2,1,399707,370,null,4156,3157,3158,1429,1835,2751,2488,214,3.47,null,null,曇時々晴,2,0,9,17,曇時々雨,0,1,8,14,曇一時雨,60,8,14,雨,100,10,17,晴れ,10,7,18,晴れ,10,4,17,晴れ,10,3,16,null,1,2660,1543,1462,162,569,1198,772,4063
2020-03-29T00:00:00.0000000,1,1,652850,276,98,4156,3157,3158,1429,1835,2751,2488,214,3.47,null,null,雨のち曇,2,0,9,17,曇時々雨,0,1,9,14,曇一時雨,60,8,14,雨,100,10,17,晴れ,10,7,18,晴れ,10,4,17,晴れ,10,3,16,4,1,2660,1543,1462,162,569,1198,772,4060
2020-03-28T00:00:00.0000000,2,0,316418,285,null,6683,4156,3157,3158,1429,1835,2751,318,3.47,null,null,曇時々雨,2,1,11,19,雨のち晴,1,0,9,18,曇一時雨,50,5,12,曇一時雨,70,8,16,曇時々雨,90,10,17,晴時々曇,20,7,18,晴れ,0,4,18,null,1,5056,2660,1543,1462,162,569,1198,4053
2020-03-28T00:00:00.0000000,1,0,560978,253,93,6683,4156,3157,3158,1429,1835,2751,318,3.47,null,null,曇時々雨,2,1,11,19,雨のち晴,1,0,9,18,曇のち雨,60,5,13,曇一時雨,70,8,16,曇時々雨,90,10,17,晴時々曇,20,7,18,晴れ,0,4,18,4,1,5056,2660,1543,1462,162,569,1198,4050
2020-03-27T00:00:00.0000000,2,5,284875,233,null,4164,6683,4156,3157,3158,1429,1835,343,3.47,null,null,雨,1,1,13,22,曇一時雨,0,0,11,19,雨のち曇,80,8,14,曇一時雨,50,8,14,曇時々雨,80,9,16,曇時々雨,80,9,18,晴時々曇,10,6,18,null,1,3107,5056,2660,1543,1462,162,569,4043
2020-03-27T00:00:00.0000000,1,5,602772,263,104,4164,6683,4156,3157,3158,1429,1835,343,3.47,null,null,雨,1,1,13,22,曇一時雨,0,0,11,19,雨のち曇,80,8,14,曇一時雨,50,8,14,曇時々雨,80,9,16,曇時々雨,80,9,18,晴時々曇,10,6,18,4,1,3107,5056,2660,1543,1462,162,569,4040
2020-03-26T00:00:00.0000000,2,4,346844,309,null,4644,4164,6683,4156,3157,3158,1429,223,3.47,null,null,晴のち曇,0,0,6,19,雨時々曇,1,2,13,18,曇時々雨,70,10,18,曇一時雨,70,6,16,曇時々雨,70,8,15,雨,90,10,16,曇一時雨,50,10,19,null,1,3391,3107,5056,2660,1543,1462,162,4035
2020-03-26T00:00:00.0000000,1,4,602924,277,126,4644,4164,6683,4156,3157,3158,1429,223,3.47,null,null,晴のち曇,0,0,6,19,雨時々曇,1,2,13,18,曇時々雨,70,10,18,曇一時雨,70,6,16,曇時々雨,70,8,15,雨,90,10,16,曇一時雨,50,10,19,4,1,3391,3107,5056,2660,1543,1462,162,4032
2020-03-25T00:00:00.0000000,2,3,290673,246,null,3226,4644,4164,6683,4156,3157,3158,305,3.47,null,null,晴れ,0,0,3,15,晴れ,0,0,5,19,曇のち雨,60,7,19,雨,100,7,18,晴一時雨,50,6,17,曇一時雨,60,7,16,曇時々雨,80,10,16,null,1,2152,3391,3107,5056,2660,1543,1462,4025
2020-03-25T00:00:00.0000000,1,3,568662,239,149,3226,4644,4164,6683,4156,3157,3158,305,3.47,null,null,晴れ,0,0,3,15,晴れ,0,0,5,19,曇のち雨,60,7,19,雨,100,7,18,晴一時雨,50,6,17,曇一時雨,60,7,16,曇時々雨,80,10,16,4,1,2152,3391,3107,5056,2660,1543,1462,4022
2020-03-24T00:00:00.0000000,2,2,238598,181,null,2690,3226,4644,4164,6683,4156,3157,408,3.47,null,null,晴れ,0,0,5,15,晴れ,0,0,3,15,晴時々曇,10,3,17,曇一時雨,60,9,21,雨,100,8,17,曇一時雨,80,7,16,曇一時雨,50,7,15,null,1,1665,2152,3391,3107,5056,2660,1543,4013
2020-03-24T00:00:00.0000000,1,2,459132,195,132,2690,3226,4644,4164,6683,4156,3157,408,3.47,null,null,晴れ,0,0,5,15,晴れ,0,0,3,15,晴時々曇,10,3,17,曇一時雨,60,9,21,雨,100,8,17,曇一時雨,80,7,16,曇一時雨,50,7,15,4,1,1665,2152,3391,3107,5056,2660,1543,4010
2020-03-23T00:00:00.0000000,2,1,264123,207,null,2158,2690,3226,4644,4164,6683,4156,263,3.47,null,null,晴れ,0,0,8,19,晴れ,0,0,5,15,晴れ,0,3,15,晴時々曇,0,3,20,曇り,40,10,20,雨時々曇,90,9,18,曇一時雨,80,8,16,null,1,1360,1665,2152,3391,3107,5056,2660,4002
2020-03-23T00:00:00.0000000,1,1,410780,176,181,2158,2690,3226,4644,4164,6683,4156,263,3.47,null,null,晴れ,0,0,8,18,晴れ,0,0,5,14,晴れ,0,3,15,晴時々曇,0,3,20,曇り,40,10,20,雨時々曇,90,9,18,曇一時雨,80,8,16,4,1,1360,1665,2152,3391,3107,5056,2660,3999
2020-03-22T00:00:00.0000000,2,1,529232,394,null,3007,2158,2690,3226,4644,4164,6683,447,3.47,null,null,曇時々晴,0,0,9,22,晴れ,0,0,8,18,晴れ,0,5,12,晴れ,0,1,15,晴時々曇,10,4,19,曇一時雨,50,10,20,曇時々雨,70,12,20,null,1,1868,1360,1665,2152,3391,3107,5056,3994
2020-03-22T00:00:00.0000000,1,1,972804,446,151,3007,2158,2690,3226,4644,4164,6683,447,3.47,null,null,曇時々晴,0,0,9,22,晴れ,0,0,8,18,晴れ,0,5,12,晴れ,0,1,15,晴時々曇,10,4,19,曇一時雨,50,10,20,曇時々雨,70,12,20,4,1,1868,1360,1665,2152,3391,3107,5056,3991
2020-03-21T00:00:00.0000000,2,0,840284,598,null,5468,3007,2158,2690,3226,4644,4164,512,3.47,null,null,晴れ,0,0,6,22,晴のち雨,0,0,10,23,晴れ,0,7,15,晴れ,0,3,13,晴れ,0,1,16,晴時々曇,10,5,19,曇り,30,11,20,null,1,4264,1868,1360,1665,2152,3391,3107,3984
2020-03-21T00:00:00.0000000,1,0,1368872,555,187,5468,3007,2158,2690,3226,4644,4164,512,3.47,null,null,晴れ,0,0,6,21,晴のち雨,0,0,10,23,晴れ,0,7,15,晴れ,0,3,13,晴れ,0,1,16,晴時々曇,10,5,19,曇り,30,11,20,4,1,4264,1868,1360,1665,2152,3391,3107,3981
2020-03-20T00:00:00.0000000,2,5,807385,613,null,6141,5468,3007,2158,2690,3226,4644,593,3.47,null,null,晴れ,0,0,8,18,晴れ,0,0,6,22,晴のち雨,50,5,19,晴時々曇,40,5,15,晴れ,0,3,13,晴れ,0,2,16,曇時々晴,30,6,18,null,1,5848,4264,1868,1360,1665,2152,3391,3975
2020-03-20T00:00:00.0000000,1,5,1139068,467,186,6141,5468,3007,2158,2690,3226,4644,593,3.47,null,null,晴れ,0,0,8,18,晴れ,0,0,6,22,晴のち雨,50,5,19,晴時々曇,40,5,15,晴れ,0,3,13,晴れ,0,2,16,曇時々晴,30,6,18,4,1,5848,4264,1868,1360,1665,2152,3391,3972
2020-03-19T00:00:00.0000000,2,4,354776,253,null,2563,6141,5468,3007,2158,2690,3226,483,3.47,null,null,曇のち雨,0,0,7,19,晴れ,0,0,7,17,晴れ,10,3,19,曇一時雨,70,6,18,晴時々曇,30,5,15,晴れ,0,4,14,晴れ,0,2,16,null,1,2335,5848,4264,1868,1360,1665,2152,3965
2020-03-19T00:00:00.0000000,1,4,656672,280,181,2563,6141,5468,3007,2158,2690,3226,483,3.47,null,null,曇り,0,0,7,19,晴れ,0,0,7,17,晴れ,10,3,19,曇一時雨,70,6,18,晴時々曇,30,5,15,晴れ,0,4,14,晴れ,0,2,16,4,1,2335,5848,4264,1868,1360,1665,2152,3962
2020-03-18T00:00:00.0000000,2,3,385229,318,null,1828,2563,6141,5468,3007,2158,2690,386,3.47,null,null,晴れ,0,0,10,18,晴のち雨,0,0,9,19,晴れ,10,7,16,晴れ,0,4,19,晴時々曇,20,6,18,晴時々曇,10,5,16,晴れ,0,4,16,null,1,1584,2335,5848,4264,1868,1360,1665,3955
2020-03-18T00:00:00.0000000,1,3,564416,238,185,1828,2563,6141,5468,3007,2158,2690,386,3.47,null,null,晴れ,0,0,9,18,晴のち雨,0,0,9,18,晴れ,10,7,16,晴れ,0,4,19,晴時々曇,20,6,18,晴時々曇,10,5,16,晴れ,0,4,16,4,1,1584,2335,5848,4264,1868,1360,1665,3952
2020-03-17T00:00:00.0000000,2,2,321692,280,null,2173,1828,2563,6141,5468,3007,2158,347,3.47,null,null,晴れ,0,0,0,16,晴れ,0,0,8,19,晴のち雨,50,6,19,晴れ,0,5,17,晴れ,0,4,19,晴時々曇,20,5,18,晴時々曇,10,5,16,null,1,2010,1584,2335,5848,4264,1868,1360,3947
2020-03-17T00:00:00.0000000,1,2,465234,215,184,2173,1828,2563,6141,5468,3007,2158,347,3.47,null,null,晴れ,0,0,0,16,晴れ,0,0,8,19,晴のち雨,50,6,19,晴れ,0,5,17,晴れ,0,4,19,晴時々曇,20,5,18,晴時々曇,10,5,16,4,1,2010,1584,2335,5848,4264,1868,1360,3944
2020-03-16T00:00:00.0000000,2,1,261246,197,null,2469,2173,1828,2563,6141,5468,3007,376,3.47,null,null,晴れ,0,0,4,13,晴れ,0,0,1,16,晴れ,10,6,17,曇一時雨,70,4,19,晴時々曇,20,6,17,晴れ,0,4,18,晴時々曇,20,5,17,null,1,2355,2010,1584,2335,5848,4264,1868,3939
2020-03-16T00:00:00.0000000,1,1,617494,270,156,2469,2173,1828,2563,6141,5468,3007,376,3.47,null,null,晴時々曇,0,0,4,13,晴れ,0,0,1,16,晴れ,10,6,17,曇一時雨,70,4,19,晴時々曇,20,6,17,晴れ,0,4,18,晴時々曇,20,5,17,4,1,2355,2010,1584,2335,5848,4264,1868,3936
2020-03-15T00:00:00.0000000,2,1,520244,388,null,4119,3640,3442,1760,3527,7572,6505,504,3.47,null,null,晴時々曇,0,0,3,14,晴時々曇,0,0,4,13,晴れ,10,1,13,晴時々曇,0,5,17,曇一時雨,60,4,17,晴時々曇,30,6,18,晴れ,0,4,18,null,1,3371,2599,2173,995,2355,5929,4081,3929
2020-03-15T00:00:00.0000000,1,1,893526,378,164,4119,3640,3442,1760,3527,7572,6505,504,3.47,null,null,晴時々曇,0,0,3,14,晴時々曇,0,0,4,13,晴れ,10,1,13,晴時々曇,0,5,17,曇一時雨,60,4,17,晴時々曇,30,6,18,晴れ,0,4,18,4,1,3371,2599,2173,995,2355,5929,4081,3926
2020-03-14T00:00:00.0000000,2,0,367800,253,null,7317,4119,3640,3442,1760,3527,7572,437,3.47,null,null,曇一時雨,0,1,8,12,晴時々曇,0,0,5,15,晴時々曇,20,4,11,晴時々曇,0,1,13,晴時々曇,10,4,17,晴れ,0,3,17,晴時々曇,20,5,18,null,1,5609,3371,2599,2173,995,2355,5929,3919
2020-03-14T00:00:00.0000000,1,0,628640,258,149,7317,4119,3640,3442,1760,3527,7572,437,3.47,null,null,曇一時雨,0,1,8,12,晴時々曇,0,0,5,15,晴時々曇,20,4,11,晴時々曇,0,1,13,晴時々曇,10,4,17,晴れ,0,3,17,晴時々曇,20,5,18,4,1,5609,3371,2599,2173,995,2355,5929,3916
2020-03-13T00:00:00.0000000,2,5,321204,255,null,3158,7317,4119,3640,3442,1760,3527,393,3.47,null,null,晴のち曇,0,0,5,18,曇一時雨,0,0,9,14,晴時々曇,20,5,13,晴時々曇,20,1,10,晴時々曇,10,-1,12,晴時々曇,40,4,17,晴れ,10,4,18,null,1,2768,5609,3371,2599,2173,995,2355,3909
2020-03-13T00:00:00.0000000,1,5,455812,209,169,3158,7317,4119,3640,3442,1760,3527,393,3.47,null,null,晴のち曇,0,0,5,18,曇一時雨,0,0,9,14,晴時々曇,20,5,13,晴時々曇,20,1,10,晴時々曇,10,-1,12,晴時々曇,40,4,17,晴れ,10,4,18,4,1,2768,5609,3371,2599,2173,995,2355,3906
2020-03-12T00:00:00.0000000,2,4,351869,294,null,2303,3158,7317,4119,3640,3442,1760,495,3.47,null,null,晴れ,0,0,4,16,晴のち曇,0,0,6,18,雨のち晴,60,7,14,晴時々曇,20,2,12,晴時々曇,20,1,11,晴時々曇,10,0,13,晴時々曇,20,5,17,null,1,1563,2768,5609,3371,2599,2173,995,3899
2020-03-12T00:00:00.0000000,1,4,464154,191,165,2303,3158,7317,4119,3640,3442,1760,495,3.47,null,null,晴れ,0,0,4,16,晴のち曇,0,0,6,18,雨のち晴,60,7,14,晴時々曇,20,2,12,晴時々曇,20,1,11,晴時々曇,10,0,13,晴時々曇,20,5,17,4,1,1563,2768,5609,3371,2599,2173,995,3896
2020-03-11T00:00:00.0000000,2,3,332919,251,null,2153,2303,3158,7317,4119,3640,3442,342,3.47,null,null,晴れ,0,0,8,18,晴れ,0,0,4,15,曇のち雨,60,5,15,曇一時雨,50,5,14,晴時々曇,20,2,12,晴時々曇,10,1,11,晴時々曇,20,0,13,null,1,1381,1563,2768,5609,3371,2599,2173,3889
2020-03-11T00:00:00.0000000,1,3,558962,249,210,2153,2303,3158,7317,4119,3640,3442,342,3.47,null,null,晴れ,0,0,8,18,晴れ,0,0,4,15,曇のち雨,60,5,15,曇一時雨,50,5,14,晴時々曇,20,2,12,晴時々曇,10,1,11,晴時々曇,20,0,13,4,1,1381,1563,2768,5609,3371,2599,2173,3886
2020-03-10T00:00:00.0000000,2,2,129939,125,null,1881,2153,2303,3158,7317,4119,3640,342,3.47,null,null,雨のち曇,3,4,13,19,晴時々曇,0,0,7,18,晴れ,10,5,13,曇一時雨,60,5,14,曇時々晴,40,4,14,晴時々曇,10,1,12,晴時々曇,10,2,12,null,1,1360,1381,1563,2768,5609,3371,2599,3879
2020-03-10T00:00:00.0000000,1,2,299920,126,164,1881,2153,2303,3158,7317,4119,3640,342,3.47,null,null,雨のち曇,3,4,13,19,晴時々曇,0,0,7,18,晴れ,10,5,13,曇一時雨,60,5,14,曇時々晴,40,4,14,晴時々曇,10,1,12,晴時々曇,10,2,12,4,1,1360,1381,1563,2768,5609,3371,2599,3876
2020-03-09T00:00:00.0000000,2,1,319824,247,null,2555,1881,2153,2303,3158,7317,4119,250,3.47,null,null,晴のち曇,0,0,6,20,曇時々雨,4,6,11,17,晴時々曇,30,8,15,晴時々曇,0,3,14,曇一時雨,50,5,16,曇一時雨,50,5,14,晴時々曇,10,2,12,null,1,2051,1360,1381,1563,2768,5609,3371,3869
2020-03-09T00:00:00.0000000,1,1,534482,229,225,2555,1881,2153,2303,3158,7317,4119,250,3.47,null,null,晴のち曇,0,0,6,20,曇時々雨,3,4,11,17,晴時々曇,30,8,15,晴時々曇,0,3,14,曇一時雨,50,5,16,曇一時雨,50,5,14,晴時々曇,10,2,12,4,1,2051,1360,1381,1563,2768,5609,3371,3866
2020-03-08T00:00:00.0000000,2,1,238476,157,null,4760,2555,1881,2153,2303,3158,7317,487,3.47,null,null,雨のち晴,6,6,9,12,晴れ,0,0,8,20,曇のち雨,80,7,16,晴時々曇,30,5,16,晴れ,0,3,14,曇一時雨,50,5,16,曇一時雨,50,4,15,null,1,4630,2051,1360,1381,1563,2768,5609,3859
2020-03-08T00:00:00.0000000,1,1,677790,275,154,4760,2555,1881,2153,2303,3158,7317,487,3.47,null,null,雨のち晴,6,6,9,12,晴れ,0,0,8,20,曇のち雨,80,7,16,晴時々曇,30,5,16,晴れ,0,3,14,曇一時雨,50,5,16,曇一時雨,50,4,15,4,1,4630,2051,1360,1381,1563,2768,5609,3856
2020-03-07T00:00:00.0000000,2,0,380494,298,null,5276,4760,2555,1881,2153,2303,3158,448,3.47,null,null,晴のち曇,0,0,3,14,雨のち曇,2,1,8,13,晴れ,10,6,18,曇時々雨,90,10,18,晴時々曇,20,6,17,晴れ,0,3,15,曇時々晴,40,5,16,null,1,4934,4630,2051,1360,1381,1563,2768,3849
2020-03-07T00:00:00.0000000,1,0,647832,275,195,5276,4760,2555,1881,2153,2303,3158,448,3.47,null,null,晴のち曇,0,0,3,14,雨のち曇,2,1,8,13,晴れ,10,6,18,曇時々雨,90,10,18,晴時々曇,20,6,17,晴れ,0,3,15,曇時々晴,40,5,16,4,1,4934,4630,2051,1360,1381,1563,2768,3846
2020-03-06T00:00:00.0000000,2,5,252998,199,null,2620,5276,4760,2555,1881,2153,2303,395,3.47,null,null,晴れ,0,0,2,14,晴のち雨,0,0,3,14,雨のち晴,80,6,13,曇時々雨,80,7,16,曇時々雨,90,12,20,晴時々曇,20,6,16,晴時々曇,0,4,15,null,1,2457,4934,4630,2051,1360,1381,1563,3841
2020-03-06T00:00:00.0000000,1,5,417454,166,185,2620,5276,4760,2555,1881,2153,2303,395,3.47,null,null,晴れ,0,0,2,14,晴のち雨,0,0,3,14,雨のち晴,80,6,13,曇時々雨,80,7,16,曇時々雨,90,12,20,晴時々曇,20,6,16,晴時々曇,0,4,15,4,1,2457,4934,4630,2051,1360,1381,1563,3838
2020-03-05T00:00:00.0000000,2,4,222378,162,null,1795,2620,5276,4760,2555,1881,2153,436,3.47,null,null,晴れ,0,0,5,13,晴れ,0,0,3,14,晴のち曇,30,1,12,曇時々雨,80,7,14,晴時々曇,20,8,18,曇時々雨,90,9,17,晴時々曇,20,5,16,null,1,1746,2457,4934,4630,2051,1360,1381,3832
2020-03-05T00:00:00.0000000,1,4,421492,176,130,1795,2620,5276,4760,2555,1881,2153,436,3.47,null,null,晴れ,0,0,5,13,晴れ,0,0,3,14,晴のち曇,30,1,12,曇時々雨,80,7,14,晴時々曇,20,8,18,曇時々雨,90,9,17,晴時々曇,20,5,16,4,1,1746,2457,4934,4630,2051,1360,1381,3829
2020-03-04T00:00:00.0000000,2,3,197461,146,null,1442,1795,2620,5276,4760,2555,1881,258,3.47,null,null,曇時々雨,0,1,10,13,晴時々曇,0,0,5,13,晴れ,0,4,12,曇一時雨,80,1,12,晴一時雨,90,7,16,晴時々曇,10,5,18,曇時々雨,80,7,16,null,1,1360,1746,2457,4934,4630,2051,1360,3822
2020-03-04T00:00:00.0000000,1,3,400262,157,155,1442,1795,2620,5276,4760,2555,1881,258,3.47,null,null,曇時々雨,0,1,10,13,晴時々曇,0,0,5,13,晴れ,0,4,12,曇一時雨,80,1,12,晴一時雨,90,7,16,晴時々曇,10,5,18,曇時々雨,80,7,16,4,1,1360,1746,2457,4934,4630,2051,1360,3819
2020-03-03T00:00:00.0000000,2,2,251308,199,null,1719,1541,1528,2195,6180,4319,1974,545,3.47,null,null,晴時々曇,0,0,5,16,曇のち雨,0,1,8,14,晴時々曇,10,5,11,晴れ,0,2,12,曇一時雨,70,2,13,晴一時雨,80,8,17,曇一時雨,40,7,17,null,1,1182,809,974,1203,3691,2758,705,3812
2020-03-03T00:00:00.0000000,1,2,286150,137,151,1719,1541,1528,2195,6180,4319,1974,545,3.47,null,null,晴時々曇,0,0,5,16,曇のち雨,0,1,8,14,晴時々曇,10,5,11,晴れ,0,2,12,曇一時雨,70,2,13,晴一時雨,80,8,17,曇一時雨,40,7,17,4,1,1182,809,974,1203,3691,2758,705,3809
2020-03-02T00:00:00.0000000,2,1,276684,194,null,2050,1719,1541,1528,2195,6180,4319,441,3.47,null,null,晴れ,0,0,8,18,晴のち曇,0,0,6,16,曇のち雨,70,4,12,晴時々曇,20,4,12,晴れ,0,2,12,曇一時雨,60,1,13,曇一時雨,80,7,16,null,1,1514,1182,809,974,1203,3691,2758,3801
2020-03-02T00:00:00.0000000,1,1,341018,148,156,2050,1719,1541,1528,2195,6180,4319,441,3.47,null,null,晴れ,0,0,8,18,晴のち曇,0,0,6,16,曇のち雨,70,4,12,晴時々曇,20,4,12,晴れ,0,2,12,曇一時雨,60,1,13,曇一時雨,80,7,16,4,1,1514,1182,809,974,1203,3691,2758,3798
2020-03-01T00:00:00.0000000,2,1,418529,322,null,3355,2050,1719,1541,1528,2195,6180,404,3.46,null,null,曇時々晴,0,0,6,16,曇のち晴,0,0,8,18,晴時々曇,10,5,14,曇一時雨,60,4,12,晴時々曇,20,3,12,晴れ,0,2,12,曇時々晴,40,1,13,null,1,2965,1514,1182,809,974,1203,3691,3793
2020-03-01T00:00:00.0000000,1,1,722338,296,117,3355,2050,1719,1541,1528,2195,6180,404,3.46,null,null,曇時々晴,0,0,6,16,曇のち晴,0,0,8,18,晴時々曇,10,5,14,曇一時雨,60,4,12,晴時々曇,20,3,12,晴れ,0,2,12,曇時々晴,40,1,13,4,1,2965,1514,1182,809,974,1203,3691,3790
2020-02-29T00:00:00.0000000,2,0,299840,185,null,5984,3355,2050,1719,1541,1528,2195,477,3.46,null,null,雨時々曇,1,2,8,11,曇時々晴,0,0,8,17,曇のち晴,40,6,16,晴時々曇,0,5,14,曇一時雨,60,5,11,晴時々曇,10,3,12,晴れ,0,2,12,null,1,5349,2965,1514,1182,809,974,1203,3785
2020-02-29T00:00:00.0000000,1,0,503182,185,93,5984,3355,2050,1719,1541,1528,2195,477,3.46,null,null,曇時々雨,1,2,7,11,曇時々晴,0,0,7,17,曇のち晴,30,6,17,晴時々曇,0,5,14,曇一時雨,60,5,11,晴時々曇,10,3,12,晴れ,0,2,12,4,1,5349,2965,1514,1182,809,974,1203,3782
2020-02-28T00:00:00.0000000,2,5,272239,192,null,2168,5984,3355,2050,1719,1541,1528,212,3.46,null,null,曇時々晴,0,0,1,12,曇時々雨,0,0,5,11,晴時々曇,20,5,15,曇時々晴,40,5,15,晴時々曇,10,5,14,曇時々晴,30,3,12,晴時々曇,10,2,10,null,1,1908,5349,2965,1514,1182,809,974,3775
2020-02-28T00:00:00.0000000,1,5,305720,119,139,2168,5984,3355,2050,1719,1541,1528,212,3.46,null,null,曇時々晴,0,0,1,12,曇時々雨,0,0,5,11,晴時々曇,20,5,15,曇時々晴,40,5,15,晴時々曇,10,5,14,曇時々晴,30,3,12,晴時々曇,10,2,10,4,1,1908,5349,2965,1514,1182,809,974,3772
2020-02-27T00:00:00.0000000,2,4,192579,170,null,1228,2168,5984,3355,2050,1719,1541,284,3.46,null,null,晴時々曇,0,0,4,13,晴のち曇,0,0,2,12,曇のち雨,70,2,10,曇時々晴,40,5,15,曇時々晴,30,4,14,曇時々晴,30,5,14,曇時々晴,30,4,13,null,1,954,1908,5349,2965,1514,1182,809,3765
2020-02-27T00:00:00.0000000,1,4,549202,211,169,1228,2168,5984,3355,2050,1719,1541,284,3.46,null,null,晴時々曇,0,0,4,13,晴のち曇,0,0,2,12,曇のち雨,70,2,10,曇時々晴,40,5,15,曇時々晴,30,4,14,曇時々晴,30,5,14,曇時々晴,30,4,13,4,1,954,1908,5349,2965,1514,1182,809,3762
2020-02-26T00:00:00.0000000,2,3,302863,239,null,1877,1228,2168,5984,3355,2050,1719,467,3.46,null,null,晴れ,0,0,7,18,晴時々曇,0,0,4,11,晴のち曇,20,2,10,曇一時雨,70,1,11,晴時々曇,10,5,14,晴時々曇,20,4,14,曇時々晴,20,4,14,null,1,1203,954,1908,5349,2965,1514,1182,3755
2020-02-26T00:00:00.0000000,1,3,369220,166,170,1877,1228,2168,5984,3355,2050,1719,467,3.46,null,null,晴れ,0,0,7,18,晴時々曇,0,0,4,11,晴のち曇,20,2,10,曇一時雨,70,1,11,晴時々曇,10,5,14,晴時々曇,20,4,14,曇時々晴,20,4,14,4,1,1203,954,1908,5349,2965,1514,1182,3752
2020-02-25T00:00:00.0000000,2,2,363234,265,null,2311,1877,1228,2168,5984,3355,2050,372,3.46,null,null,曇のち雨,0,0,7,18,晴一時雨,0,0,7,18,晴時々曇,0,4,10,晴時々曇,0,1,10,曇一時雨,70,2,11,晴時々曇,20,5,14,曇時々晴,10,4,13,null,1,1679,1203,954,1908,5349,2965,1514,3747
2020-02-25T00:00:00.0000000,1,2,454294,192,220,2311,1877,1228,2168,5984,3355,2050,372,3.46,null,null,曇のち雨,0,0,7,18,晴一時雨,0,0,7,18,晴時々曇,0,4,10,晴時々曇,0,1,10,曇一時雨,70,2,11,晴時々曇,20,5,14,曇時々晴,10,4,13,4,1,1679,1203,954,1908,5349,2965,1514,3744
2020-02-24T00:00:00.0000000,2,1,727072,512,null,4356,2311,1877,1228,2168,5984,3355,659,3.46,null,null,晴れ,0,0,3,16,曇り,0,0,5,16,雨のち晴,60,7,14,晴れ,0,3,11,晴時々曇,0,1,11,曇一時雨,70,2,11,曇時々晴,30,5,14,null,1,4250,1679,1203,954,1908,5349,2965,3739
2020-02-24T00:00:00.0000000,1,1,1226460,520,221,4356,2311,1877,1228,2168,5984,3355,659,3.46,null,null,晴れ,0,0,3,16,曇り,0,0,5,16,雨のち晴,60,7,14,晴れ,0,3,11,晴時々曇,0,1,11,曇一時雨,70,2,11,曇時々晴,30,5,14,4,1,4250,1679,1203,954,1908,5349,2965,3736
